x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,label
0.0,0.0,0.0,0.3079811452964406,-0.02580496806033144,-0.11708702983700824,0.6391258546379961,-0.23840527976267686,-0.14842817878644465,0.7777314678646955,-0.4924179675870688,-0.15927696039380512,0.7187284190414225,-0.6820154954637783,-0.1352195385641967,0.5044494301786939,-0.5278023713089407,-0.12912373861621712,0.5798658454895416,-0.722718196132091,-0.24792969985304747,0.5217340752708672,-0.46373489987171196,-0.262503866126818,0.4721736497662637,-0.41005097092626547,-0.25779060376509944,0.29458382233741753,-0.5546025720138402,-0.11918182739588636,0.383157264642667,-0.7353888706775503,-0.2660170630787491,0.3521048746014872,-0.422392472917449,-0.26689009041254236,0.3027645832425556,-0.40718418657779326,-0.24027049743019582,0.09260158857177572,-0.5373359285457289,-0.12347498328521042,0.1805151427721255,-0.6872302059220455,-0.2867669179364255,0.18154329267212116,-0.39371135966413323,-0.21405758685201468,0.1310118081324042,-0.37583739283338313,-0.13256033865776468,-0.1191544983952756,-0.5172595915940276,-0.13210700633067304,-0.006291413310018501,-0.5931596848268142,-0.23153577511945975,0.01721263859592544,-0.40316128649885075,-0.1706469790258795,-0.035592451062816444,-0.3890652947933774,-0.10584805659895344,151.27206311535926,133.2982254143613,33.755730780805514,149.18897877697682,40.9360058416837,110.0666432424012,39.325402459714454,112.14772195692045,58.22677814162819,108.42520781215097,A
0.0,0.0,0.0,0.32999022694112684,0.029809873645389475,-0.08468877969571927,0.6817047505215171,-0.21492861586918857,-0.08254065505894076,0.8163617648463771,-0.5113311922566514,-0.06199482422513464,0.7286746682609166,-0.6848232316003756,-0.0070971328902283345,0.540923894306595,-0.5235128713265212,-0.0941642119828054,0.6067254388427811,-0.7470555311827971,-0.20626691372916103,0.556601461875825,-0.4796974421136066,-0.22074719341803808,0.5135817382268516,-0.39303154035427246,-0.21639874407789597,0.32940477052740963,-0.546129197476804,-0.09140218987829779,0.4040718745604072,-0.7538179015666098,-0.2320201137342694,0.37209028496055996,-0.4215227150160977,-0.23096851917776998,0.32392476970533834,-0.38431462561144775,-0.20342855020113698,0.12628445098504384,-0.537792319610418,-0.10166774013545908,0.20343939597095997,-0.6965151879175797,-0.2631814740688859,0.192047841578961,-0.3855265364865521,-0.1884262161840429,0.14505415141139674,-0.3519736054837291,-0.10643032207787533,-0.09575716516779506,-0.5346685259573195,-0.11302399139838619,0.008443451325381744,-0.6213309933252258,-0.21611745937059973,0.018504769325113534,-0.4049703435553537,-0.15868505719839357,-0.029270137567555622,-0.3764120909359532,-0.0976356237354463,149.1076374820192,128.19519618580807,29.27937194387059,163.25441575117694,35.0143920644553,128.66590514382318,35.52593729558343,122.19121734734567,51.749842760572065,119.81569508239942,A
0.0,0.0,0.0,0.36989044227522205,0.024753879444111924,-0.05604346150371017,0.7117518317398738,-0.20053784502764982,-0.04779345665821966,0.8559537568595392,-0.4887570978267724,-0.02978321321009233,0.736093526378933,-0.6576461221872678,0.017977955097582092,0.5659018154893136,-0.5170557017854058,-0.055387055041366026,0.6358073214833448,-0.7511178569498985,-0.17768234273322267,0.59561379423152,-0.4872975466794258,-0.22196631270746403,0.5537925906622585,-0.3821886391453693,-0.23939563522124932,0.3596062369623625,-0.5443409910945634,-0.06485762134795327,0.4279947818971274,-0.7796462085710968,-0.21555985530458674,0.40814791071002254,-0.44326938295900153,-0.2373494282242061,0.35914026074407174,-0.3682929021109848,-0.22650180376400494,0.1553099059607573,-0.5452587125699115,-0.08453457836841816,0.23179697498976518,-0.739340075800596,-0.2454342074242029,0.22654507520169595,-0.4163533695414253,-0.16997010687510916,0.18125972622288375,-0.3367475327009162,-0.08775602783094232,-0.07302529994694973,-0.5436991666418319,-0.10439676741654676,0.0375764345784438,-0.6602253826468203,-0.2137779337299132,0.0460001914944932,-0.42891382655482946,-0.15532724437598433,-0.0014921716429246465,-0.3638317252960257,-0.09183214507910051,149.91944576946227,118.04368529758798,36.83768086662307,167.11308125114712,37.34454137038533,148.42685198844282,30.592327255282733,141.95851905260199,45.683629235992434,138.58538847324343,A
0.0,0.0,0.0,0.33671620306931854,-0.0198255785132594,-0.07558428593316492,0.6504625405163389,-0.2603318552287108,-0.07810019422802858,0.7667147941274226,-0.5475958421415247,-0.07049148125301385,0.6879951711139772,-0.724969316115511,-0.032895823668930645,0.503096609846298,-0.5532669575011824,-0.06026147003231417,0.54713170276265,-0.7846601598054113,-0.1835608772060468,0.511826413064843,-0.5329184313838478,-0.21354799716704964,0.4848399841700074,-0.4244733134954591,-0.2138412543667576,0.29722909293479977,-0.5684894308363028,-0.06387902857390709,0.3465628674553299,-0.7933463932256786,-0.22328632844036106,0.33431898396610144,-0.47187488848959175,-0.23733883991636415,0.3003029642082383,-0.3887359016190269,-0.21154908138703954,0.09849767083767448,-0.5522388863014183,-0.08144775892653812,0.14882969985258168,-0.7350698625962843,-0.25808802113579005,0.15869121757891494,-0.4267696949216017,-0.18993367536498704,0.13097213391960705,-0.3486665405438883,-0.10189191717528809,-0.12096147765396727,-0.5291588308988799,-0.09976218197570183,-0.04106569013651103,-0.6492300983562193,-0.2119844217894011,-0.014633070786197355,-0.43280097627788056,-0.15599589695257898,-0.04415028882240432,-0.36837714320058157,-0.08875787162525685,149.45613286684716,133.38341639925608,34.463963376439054,171.11275402817074,38.413860149298365,152.8603715502148,33.9518490168505,141.29288372758677,42.85169981321331,140.33348326711663,A
0.0,0.0,0.0,0.362782362995401,0.030708065559202236,-0.07680505257557657,0.7054316061390813,-0.17959484253971536,-0.0855939427027005,0.8711855077841317,-0.459634278396196,-0.08086109962612933,0.7544290228529951,-0.6428588273323479,-0.04673281248493314,0.5730943132550916,-0.49827819913149857,-0.09181844413740617,0.6404834849813058,-0.7351904112372545,-0.2219819017194823,0.5900671701799562,-0.4699470569146392,-0.26534649605884325,0.5476971580522473,-0.36221520316875533,-0.28021868706866304,0.3591054764901459,-0.5281654528386897,-0.09459924141538029,0.431995665842467,-0.7638739480940558,-0.2588318411154062,0.39741933062054413,-0.4281946299150647,-0.28337728579414995,0.3518848950625559,-0.3546820292506383,-0.27223817582248744,0.14994299011620696,-0.5324060598210939,-0.10720142708666013,0.22211979181490293,-0.7177573748970986,-0.28276327869895945,0.20361398353542892,-0.3966740457740081,-0.20981348320092913,0.16410706344340428,-0.32040380796732987,-0.12546024708041803,-0.07680439097283348,-0.5393718242823599,-0.12032015312627048,0.016398097245299295,-0.6517487968901375,-0.23670445328951564,0.017877905102850145,-0.41795751708554413,-0.1761155828034283,-0.022436651913679027,-0.35098961019927005,-0.10921323851693092,152.08454505233107,116.66276309649959,37.30896184099542,169.2512646091193,39.2907371403605,151.71668957829985,32.66456553922538,142.20630017741593,42.613452571832475,142.25848028527122,A
0.0,0.0,0.0,0.3502641927146315,0.04959770952830487,-0.08579575837122211,0.7059089126017968,-0.16176582417501123,-0.09154698420829063,0.8784221250718988,-0.44854014637568507,-0.08259085788432552,0.7775922012610219,-0.6274102179937397,-0.04131327746725456,0.6089864626012697,-0.47228366584244447,-0.08043066197619322,0.6474933255040715,-0.7190605656810544,-0.22550534024573884,0.575494475327197,-0.46099358853793876,-0.28017810967038836,0.5505201642932993,-0.3549637327108349,-0.29916525079672207,0.38123552789460974,-0.5050183732396956,-0.0779323583915136,0.43472992521861303,-0.7406496634281531,-0.24074788485364848,0.3847383285060554,-0.4114958896481015,-0.253537133487753,0.3686613501337994,-0.34722214128402007,-0.2316721170621941,0.1717052778543163,-0.5167879764259335,-0.0920599763828642,0.22087278916475195,-0.7051775530429067,-0.270486960213185,0.1849385884057501,-0.3905321125121895,-0.19242048267128925,0.1695034626121633,-0.31672369661026883,-0.10183643982768185,-0.045219152292716926,-0.5319073430523877,-0.10907096150550714,0.009738472390594563,-0.6471127090708293,-0.2256953519881352,-0.004714956655888152,-0.4107089623488093,-0.16548404874700356,-0.021248279449068395,-0.3411357795715614,-0.09637225751141003,151.65974917204503,119.25918769660127,42.182702291337144,177.17651093039836,36.38401985956649,158.85504152321195,29.499463249199124,143.36737413497377,33.945840554565976,149.07137378518306,A
0.0,0.0,0.0,0.34761642038458884,0.023648410594132207,-0.09470400877253424,0.6849504498815476,-0.1953955596724083,-0.11585696032071853,0.8451062068365686,-0.47592099786465986,-0.12049170547793846,0.7267854419316516,-0.6511209599396193,-0.09285952721197037,0.5545924877060829,-0.5226666063663079,-0.1263279032408171,0.6066156912988994,-0.7512718424634085,-0.26001542606467415,0.5550883614345543,-0.4773806631374707,-0.2903320665418696,0.5200110238158205,-0.37166543691485787,-0.2937474426760811,0.32852745873327505,-0.5428249676047565,-0.1250000690005438,0.39448783049295166,-0.7598767353780761,-0.28762065809623494,0.3634729223544418,-0.4212662148512348,-0.29492720510262216,0.330443527194017,-0.36724525195470054,-0.2724373608537539,0.11794058167952419,-0.5392596148738332,-0.1356805165658868,0.1858627080481007,-0.7078726082584091,-0.31578878930246757,0.17085485134321715,-0.39150983836022807,-0.2383219099963799,0.1359431295919753,-0.3323314678820371,-0.15047777301727072,-0.10535254408595011,-0.5423662156618732,-0.14831604483886277,-0.0188717304615768,-0.6426373429818802,-0.26356806114683123,-0.009526149079687532,-0.41462084236392704,-0.20122757906233688,-0.04291633591547195,-0.35640053475946015,-0.13348735230747671,152.6493674021278,115.88502278281881,35.96103571870803,171.1219174354851,38.441487232187065,146.9355573243291,35.03853398247662,135.75916284638464,45.243656927790134,139.6259016590056,A
0.0,0.0,0.0,0.35195508734312353,0.039046565800792694,-0.09229888492347144,0.6935979617629758,-0.19504834461484594,-0.10473128342968319,0.8497700123380496,-0.48303037850508024,-0.10045784971802726,0.7469644777894825,-0.6608597604714083,-0.06319518556992101,0.5757624051361314,-0.505491814510776,-0.10914310141638803,0.6266128383476369,-0.7399226241644712,-0.24468522854369673,0.5769879365557408,-0.47127894114368585,-0.2803822024423501,0.5409802992271874,-0.36852242337548485,-0.2874158306487384,0.34986432022168695,-0.5294569913333187,-0.10762794573288048,0.4204536318298794,-0.755628081808729,-0.2660731355086238,0.38964266850378965,-0.4179514259116029,-0.27072637232967733,0.3533511143446683,-0.36373455827411083,-0.24488191117267705,0.13896178896462316,-0.5311180782533499,-0.1206950024321369,0.21680312203693075,-0.7134863245532106,-0.29867866695287637,0.19968776049440354,-0.39156288408806206,-0.21723563569539364,0.16225953181889355,-0.33100248408008903,-0.12645702008805798,-0.08279225171019618,-0.5352395165805687,-0.13610891934591257,0.010925706051049384,-0.6411958900588318,-0.25384115464291,0.01148302012918422,-0.4063563834145044,-0.19092887243863935,-0.027683177950629783,-0.3489523619038716,-0.12181537998815842,152.78104884896453,121.08696326502381,36.95192514489566,170.43311789535895,36.38772933433418,144.21970573841418,32.72201058695002,135.8625236969424,43.90555796885578,138.35765810235984,A
0.0,0.0,0.0,0.35554383553930086,0.008842896159648936,-0.08691990234649441,0.6782618267741306,-0.22761352180499425,-0.10421946032447398,0.8117203750438106,-0.506689052704028,-0.10731601894510938,0.7068561660064689,-0.6781818940229849,-0.0809172622762626,0.5412458053975996,-0.5315904330902529,-0.11443536173405477,0.6052657482490885,-0.758812837753075,-0.24053368008991344,0.5687987726396857,-0.4881206581770827,-0.2685993345734126,0.5227305532754599,-0.38831549650526387,-0.27258463143194095,0.3234974862199575,-0.5495778222533185,-0.1186638741217932,0.4013664493357499,-0.7713802494858145,-0.2713453724662685,0.3837229517963592,-0.4353736438204506,-0.2762370486496459,0.33243680571203715,-0.377748814134478,-0.25279072922139156,0.11497983839909211,-0.5424715322251411,-0.1348600355270047,0.20384347199530053,-0.7216963195133886,-0.30973571962774304,0.2012387271560463,-0.4029570508189669,-0.2317964387010558,0.15069712259884582,-0.3435835072989846,-0.14507128012791695,-0.10782309047934155,-0.5312369539193192,-0.15234910507304933,0.007498448104052034,-0.6408411367494129,-0.26970014935666886,0.02151188110734681,-0.41054732023276547,-0.2063149706161889,-0.030485441839636276,-0.3517106245732883,-0.138220183214775,151.7356422779552,122.59050862663956,34.85524473968599,162.52392411451316,37.17803462255307,137.96872812738363,35.494007942921705,132.42219698953258,48.95118862353296,133.56072974823374,A
0.0,0.0,0.0,0.36763700413603406,-0.0063302787113660944,-0.07762006717914961,0.6694276500503538,-0.2497311670348106,-0.08880869466728293,0.790649040829023,-0.5267630204223998,-0.08800537803526794,0.6863237232774857,-0.6976701031961547,-0.057464899751104054,0.5112724013039402,-0.5458646112747169,-0.1025844349632677,0.5875150403471461,-0.7792129533760076,-0.21829624517368884,0.5619709011008521,-0.5140232520043221,-0.23490520559562866,0.5088374206792601,-0.4071856365382489,-0.23014710823484566,0.3054240174788282,-0.5608538853912148,-0.1090638632716587,0.3882710355765836,-0.7874445123991517,-0.2558137431733953,0.3767553583871247,-0.45098157982477155,-0.25712253714328015,0.31979448274712446,-0.38872081768335115,-0.2309690846291693,0.10232329210770094,-0.5514761475938901,-0.12661695761848324,0.19785948963402036,-0.7254970232516185,-0.2946708213836639,0.19927738809305437,-0.40756275446007856,-0.21650018725480583,0.14308470761146688,-0.3528304455463681,-0.12972943843508156,-0.11986966380003662,-0.5373370390305786,-0.14474122059397268,0.012215807161980473,-0.6489433295552421,-0.2556637075927305,0.027023880716038257,-0.4293461028153347,-0.19167009671638366,-0.03710293881504954,-0.37817460949293713,-0.12441763511554332,152.46410106066,124.53726302136842,31.289344324684,158.26753004716363,35.90887958122333,136.48767131596816,36.64316720800945,129.00625835901138,50.974139825550544,126.87583553473614,A
